id,ref_id,agency,project_name,project_overview,category,release_type,download_link,github_repo,notes,date_extracted
62c7c33e80f92b5e110b05b2,NPO-52383-1,JPL,"A Multidecadal Satellite Record of Water Vapor, Temperature, Clouds and Atmospheric Moist Processes","The MEaSUREs projects are focused on product generation, availability, and utility of Earth System Data Records (ESDRs). An ESDR is defined as a unified and coherent set of observations of a given parameter of the Earth system, which is optimized to meet specific requirements in addressing science questions. These data records are critical to understanding Earth System processes and in assessing variability, long-term trends, and change in the Earth System as well as providing means for input and validation to modeling efforts. Emphasis is placed on linking together multiple satellites into a constellation, developing the means of utilizing a multitude of data sources to form coherent time series, and facilitating the use of extensive data in the development of comprehensive Earth system models.To best meet these goals, NASA's Earth Science Data Systems (ESDS) program promotes the full and open sharing of all data, metadata, documentation, models, images and research results, and the source code used to generate, manipulate, and analyze them.",data and image processing,Open Source,NA,https://github.com/JPL-WVCC/measures,NA,2024-07-16
5f2a464440205c5322722203,ARC-15166-1D,ARC,"Web WorldWind 3D Virtual Globe, v0.10","NASA World Wind is virtual globe technology provided as an Application Programming Interface-Centeric (API-Centric) Software Development Kit (SDK). It is elemental technology allowing others to see ""their"" spatial data in the native context of Earth or any other planet for which there is data. Any application, proprietary or other, can use NASA World Wind to see their data in a 3D context.",data and image processing,Open Source,NA,https://github.com/NASAWorldWind/WebWorldWind,NA,2024-07-16
54405e012841f54dacba7314,LAR-18314-1,LARC,FilePlottingTools,This Excel plugin written in VB.net allows rapid post-processing of thermal analysis data from text files or from SINDA-formatted SAV files. The software can be adapted to other data formats as well.,data and image processing,Open Source,http://fileplottingtools.larc.nasa.gov/,NA,NA,2024-07-16
63e343ce613b0093f00056b2,NPO-50487-1,JPL,Onboard Coaddition of Multiple Image Frames to Increase Signal to Noise Ratio and Facilitate Target Tracking,"This software is part of the agile science framework and the Near Earth Asteroid Scout (NEAScout) CubeSat flight software. The purpose of this software is to automatically increase the signal to noise ratio of image data, acquired by a spacecraft, without the need for data downlink. This is accomplished by taking multiple images, in rapid succession, and merging the data between these frames together, while accounting for instrument jitter and other intermediate effects. Increasing the signal to noise ratio also eliminates single image artifacts, like cosmic rays, which results in a higher fidelity product for subsequent processing. This process creates a single data product, representing the data from multiple image frames. This product can then be downlinked with a fraction of the bandwidth of the original, or further processed onboard the spacecraft.",data and image processing,Open Source,NA,https://github.com/JPLMLIA/NEAScout-Science,NA,2024-07-16
582565a1ab4c74af2e47885e,NPO-48378-1,JPL,Juneberry Web Service Software,Implements the open webification API and provides ReSTful web services for planetary image data in commonly-used formats. Exposes content of planetary image data through meaningful URLs and enables creation of applications on diverse platforms.,data servers processing and handling,U.S. Government Purpose Release,NA,NA,"https://download.jpl.nasa.gov/ops/request/index.cfm, request software",2024-07-16
5a97a0969600029677e9f57a,SSC-00492,SSC,Coastal Salinity and Temperature (CSalT) Web Application,"The Coastal Salinity and Temperature Monitoring (CSalT) web application Version 1.0, objective is to provide daily access to salinity and temperature data on a continuous and unrestricted basis to authorized users. Numerical model data from multiple sources is collected and integrated with NASA remotely sensed satellite data to provide up-to-date and historical information on water temperature, salinity and oyster lease locations for coastal environments along the Gulf of Mexico. This information is provided in a Google Maps based interface with custom controls for navigation and analysis enabling users to review trends and statistics for their areas of interest. The data can be used to complement in-situ data to help assess oyster health and has the potential to provide information that can aid in the decision making process for identifying suitable habitat for future oyster reef locations.",environmental science earth air space exoplanet,General Public Release,NA,NA,NA,2024-07-16
6392d850062d87d95a02e752,NPO-52559-1,JPL,py-sonde-comparison,"The program is three core elements, described below: 1) read_product: This method reads satellite data products, which will be modified as new groups are included in the analysis. Key elements extracted are lat/lon, ozone profiles and aprioris and averaging kernels. 2) colocate: This methods takes the data from read_product, and uses the WOUDC ozonesonde extraction tool pywoudc to extract ozonesonde data within the same timeframe as the satellite data. The lat/lon and timestamps of satellite data are compared with those of the ozonesondes, if matches are found within a certain tolerance, these locations are saved, and output as a separate datafile. 3) plot_results: This method takes the files saved in colocate and performs statistical analysis and plots the results for further analysis and discussion. The code will evolve as additional satellite retrieval groups are added, and additional analysis tools are required.",data and image processing,General Public Release,NA,https://github.com/NASA-TROPESS/py-sonde-comparison,NA,2024-07-16
59a7a1769600024a657a9475,LAR-19151-1,LARC,Hydrological Anomaly Engine (HAE),"Using the cloud-based computing power of Google Earth Engine (GEE), the Hydrologic Anomaly Index (HAE) is capable of uploading and analyzing large amounts of Earth observation climate data for the purpose of hydrologic analysis and monitoring. The end-user will be able to pull from and modify a library of scripts that are stored in Earth Engine, as well as upload and access data stored on a private data catalog. The final stage of development of the tool will include a more user-friendly application built using Googles App Engine, in which users will be able to display data products and interactive maps.",data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/HAE,NA,2024-07-16
625f9cdb8e2d4b36267dfe5b,NPO-50982-1,JPL,The Multi-mission Algorithm and Analytics Platform (MAAP),"The purpose of the joint NASA/ESA Multi-Mission Algorithm and Analysis Platform (MAAP) is to maximize the use of earth observational data in an open and collaborative environment. Initially, the project will use data from the BIOMASS, GEDI, and NISAR missions, which represent a highly complementary set of measurements to determine Earths aboveground woody biomass with the goal of expanding as a general purpose platform for analyzing earth science data. The capabilities envisioned for the MAAP will enable for the first time efficient and tailorable comparisons, cross calibration, and fusion of data from these missions for a broad community of scientists and other users.",data and image processing,Open Source,NA,https://github.com/maap-project/,NA,2024-07-16
578dc3abab4c748a4b4a42fa,GSC-17399-1,GSFC,Earthdata Search Web Application,"Earthdata Search is a web application enabling users to quickly and intuitively discover, search, visualize, and access Earth Science data in a highly visual manner. It interfaces with and demonstrates current state-of-the-art services provided by NASA EOSDIS such as the Common Metadata Repository (CMR) for sub-second search results, the Global Imagery Browse Services (GIBS) for fast tiled imagery visualizations of data, and OPeNDAP for data access, transformation, and subsetting.",environmental science earth air space exoplanet,Open Source,https://search.earthdata.nasa.gov/,NA,NA,2024-07-16
5f32334f40205c181d12aa12,LAR-18924-1,LARC,Inverse Heat Conduction Solver Using MATLAB - IHC Solve,"This MATLAB software first reads in temperature data measured from two thermocouples embedded in a heat conducting specimen. The software also reads in the thermophysical properties for the heat conducting specimen. After filtering noise from the measured temperature data, the software then uses the filtered data and thermophysical properties to solve both a direct and inverse heat conduction problem to estimate both temperature and heat flux on the external surface of the specimen.",aeronautics,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
620361e7298ef979f5186012,LEW-20350-1,GRC,Optimal Feature Selection Tool with Machine Learning,"The design tool was developed to choose the optimum set of critical features of data that should be controlled to achieve desired target variable for a given acceptable uncertainty. The tool can conduct data science approaches such as exploratory data analysis, low variance threshold, filter, wrapper, and embedded feature selection technique. The integrated techniques can be applied to determine the critical features that should be controlled to achieve target properties for material systems.",materials and processes,Open Source,NA,https://github.com/nasa/feature_selection_tool,NA,2024-07-16
6597a4562d4372b9b800d372,NPO-52944-1,JPL,DataDrive Command-Line Interface,DataDrive provides data access and distribution for a mission's data products in the Amazon Web Services (AWS) cloud utilizing the Operational Cloud Store (OCS). The CS3 Single Sign On (CSSO) or MGSS CAM provides authentication and authorization to DataDrive.,data and image processing,General Public Release,NA,https://github.com/NASA-AMMOS/DataDrive-CommandLine,NA,2024-07-16
54531f0f5904da4e4dd7bad4,LEW-19032-1,GRC,Acoustic Emission Analysis Applet (AEAA) Software,"Post-processing software has been developed at NASA that is tailored for novel analysis of composite pressure vessels acoustic emission (AE) data. The software can be used with data acquired from Digital Wave, Inc. and Mistras Group (Physical Acoustics, Inc.) hardware",materials and processes,U.S. Release Only,NA,NA,NA,2024-07-16
583fc3a4ab4c743e1d65baa2,LEW-19389-1,GRC,FPGA Code Development for the iPAS STRS Radio,"The innovation is FPGA VHDL code written as part of the iPAS STRS Radio development. The purpose of the FPGA design is the implementation of the signal processing functions of the STRS radio architecture in the IPAS RAICs platform. The FPGA design will consist of two parts the FPGA wrapper and the test waveform. The FPGA wrapper implements each platform interface: Ethernet communication to the embedded processor for commanding and data streamingDigital-to Analog Converter (DAC) and Analog-to-digital converter (ADC) interface to the RF boardRF Board Control and ConfigurationFPGA ClockingThe test waveform does not fully implement all the signal processing functionality for a radio, but it exercises and demonstrates each interface in the FPGA wrapper. A future user of the platform for an STRS radio, would use the FPGA wrapper and replace the test waveform with their own radio signal processing functions.The FPGA design receives and processes commands and provides command control and data to the test waveform. It also receives and transmits streaming data from/to the embedded processor. The test waveform demonstrates each FPGA wrapper interface. To test transmit-side streaming, it can perform bit error rate testing on transmit-side PRBS streaming data. It can also generate PRBS streaming data packets for a receive-side streaming data source. The test waveform generates sine waves for the in-phase (I) and quadrature (Q) inputs to the RF transceiver. A BPSK modulator is included to modulate PRBS data from with the PRBS generator or from transmit-side streaming data. Captured I and Q samples from the RF transceiver can be streamed to the embedded processor where it can be plotted (if a sine wave) or bit error rate checked (if PRBS data) to demonstrate proper functionality of the RF board and its interfaces. ",electronics and electrical power,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
5e3bb4ff40205c16cc6e3053,LAR-19547-1,LARC,CORAL-TT (Calculating Oscillations in Regional Aquatic Locations - Temperature and Turbidity),"The JavaScript code intended for Google Earth Engine (GEE) allows easy access to all data available on this free platform, calculates Normalized Difference Turbidity Index (NDTI) median over years and seasons, and calculates fluctuations between seasons. The code combines Surface Reflectance Tier 1 data from Landsat 5 Thematic Mapper (TM), Landsat 7 Enhanced Thematic Mapper Plus (ETM+), and Landsat 8 Operational Land Imager (OLI) data from 1991 to 2018, and Level 2 Sentinel-2 Multispectral Instrument (MSI) data from 2015 to 2018. Furthermore, the software maps SST using Level 3 Aqua Moderate Resolution Imaging Spectroradiometer (MODIS) processed by Earth Observing System Data and Information System (EOSDIS). The GEE user interface presents a graph that allows users to see fluctuations in SST at any given selected point of interest over time. The user can also specify dates, image collections, and a study area to display and export a map of interest.",data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/CORAL-TT,NA,2024-07-16
544057b82841f54dacba7031,ARC-16088-1A,ARC,"GeoCam, Version 2","GeoCam is a geospatial system for disaster response that consists of (1) low-cost consumer hardware (i.e., a digital camera or cell phone, position/orientation sensors, and an optional embedded controller) and (2) a Web-based workflow that enables images and other geo-referenced data to be shared and viewed in a variety of ways. GeoCam includes software that computes image location and provides for geo-rectification, KML-formatted geospatial data generation, image management, and geo-referenced data sharing.",environmental science earth air space exoplanet,Open Source,NA,http://github.com/geocam,NA,2024-07-16
64aceb4180dcfa021a029942,GSC-19152-1,GSFC,Metadata Extract and Access Database (MEAD),Defines a protocol for inserting and querying metadata from multiple database sources to aide in data discovery when performing data processing. It also defines an application programming interface (API) for interacting with a simple reference implementation of the protocol to demonstrate its usage.,data and image processing,Open Source,https://gitlab.modaps.eosdis.nasa.gov/infrastructure/APS/mead,NA,NA,2024-07-16
6260ee5ceab61c27e25fc6ec,NPO-52123-1,JPL,"Embedded software GCC/gcov lines of code coverage data extraction from the actual embedded system, without requiring a file system, or an operating system, or standard C libraries.","Measuring test effectiveness includes measuring lines of code coverage. This is historically difficult in embedded systems under realistic conditions. Sometimes it is measured partially or not at all. This software allows gcov lines of code coverage data to be extracted from software compiled with GCC and running on embedded systems, without requiring a file system, operating system, or even standard C libraries. This software provides the ability to select data output via serial port or memory dump or single output file, and provides other configuration options for adaptation to the user's specific environment. And it provides a complete, encapsulated, flexible, portable, and documented method.",data and image processing,Open Source,NA,https://github.com/nasa-jpl/embedded-gcov,NA,2024-07-16
5fa0fbe09057550092587442,LAR-19859-1,LARC,Exploration Visualization Environment Version 2.15,"The Exploration Visualization Environment (EVE) is a simulation, visualization, and analysis system designed to integrate engineering data with a virtual environment in support of the design and planning of space based missions. Through the integration of time dependent data with detailed graphical models within a full scale three dimensional solar system or independent reference frame, the analyst can gain valuable insight into the correlation of data with simulation events. EVE provides a rich set of navigation tools, in both time and space, to enable the user to analyze the data. Version 2.15 of EVE has built upon previously released versions, enhancing analysis capabilities, greater usability, and enhanced input and output features. EVE has been developed to run cross platform under Linux, Windows and Mac.",design and integration tools,U.S. Government Purpose Release,NA,NA,This software can only be obtained under a Gov't contract/grant/agreement that has a requirement for it under the Scope or Statement of Work. This software also requires the Government Contracting Officer's (CO) or Contracting Officer's Representative's (COR) concurrence for its need. NOTE: A reimbursable SAA is not a qualifying government purpose use of software.,2024-07-16
657bf4d2e25ce7b7120a99f2,MSC-27522-1,JSC,Digital Lunar Exploration Sites Unreal Simulation Tool (DUST) Products,"The Digital Lunar Exploration Sites Unreal Simulation Tool (DUST) is a 3D visualization application of the Lunar South Pole. The DLES terrain is generated from LRO digital elevation model data, SPICE kernel ephemerides, synthetic surface textures, and representative crater and rock distributions. Its intended use is for early mission traverse and lunar landing simulation capability assessments for HLS, EHP, M2M, and SAO. This 3D visualization tool can be used as an early reference to enable candidate vendors to perform initial studies of the lunar terrain and lighting conditions. DUST uses Digital Elevation Model (DEM) data from Goddards PGDA website (https://pgda.gsfc.nasa.gov/products/view/66) as its lunar heightmap data source. Additional lunar surface characteristics can be found in ACD-50044, Lunar Surface Data Book.",data and image processing,General Public Release,NA,NA,Secure email from JSC developer with download instructions,2024-07-16
625f9ce04de6f068af3362a4,NPO-51960-1,JPL,"Cassini RADAR SAR Processor, Preprocessor, and Topography from SAR (SARTopo) Processor.","The Cassini RADAR instrument onboard the Cassini Orbiter is currently collecting SAR Imagery of the surface of Saturn's largest moon, Titan. This paper describes the ground processing of Cassini SAR data. We focus upon the unusual features of the data and how these features impact the processing. We exhibit a data dependent mechanism we have implemented for eliminating artifacts due to attitude and ephemeris knowledge error. Finally we describe how we trade-off SAR performance vs. area of coverage when we design our spacecraft pointing profiles.",data and image processing,Open Source,NA,https://github.com/nasa-jpl/Cassini_RADAR_Software,NA,2024-07-16
5b1a1719960002dd11682296,LAR-19183-1,LARC,LaRC MarsGIS Human Landing Site & Exploration Zone Viewer and Collaboration Tool,"The innovation includes a GIS (Geographical Information System) layer and a web-based GIS service. The GIS layer includes the geospatial location and spatial extent of the Exploration Zones(EZs), regions of interest (ROIs), and data characterizing the science and resources purported to be available. These data were extracted from publicly-available abstracts and presentations to the HLS2 EZ Workshop in October 2015 as proposals for the first human landing site on Mars. The web-based service allows users to view and analyze this layer; verify, alter, and annotate the layers data, add/edit/delete new EZs, and will support users collaboration on these data. The layer was developed under the auspices of a SACD investment fund opportunity, through the labors of five students. The NASA civil servant defined requirements for, and students used ESRI ArcGIS to draw the EZs and ROIs; and associated each EZ and ROI with tabulated data from authors papers. The GIS tool was developed by the inventors listed in this disclosure, and coded by students and the STARSS III contractor (under auspices of SACD investment fund and Atmospheric Science Data Center (ASDC)) based on the ESRI ArcGIS platform and available widgets and tools, through NASAs enterprise agreement with ESRI. ",data servers processing and handling,General Public Release,NA,NA,NA,2024-07-16
625f9ccb8e2d4b36267dfe54,NPO-51390-1,JPL,Campaign Analysis Mapping and Planning Tool (CAMP),"The Campaign Analysis Mapping and Planning tool (CAMP) provides an advanced web-based geospatial data creation tool for a distributed user base. This tool is designed for science operations to create strategic 'targets' for mission guidance as well as a collaborative tool to make, edit, and share geospatial data.",data and image processing,Open Source,NA,https://github.com/NASA-AMMOS/MMGIS/tree/master/src/essence/Tools/Draw,NA,2024-07-16
59a7a1729600024a657a946e,LAR-18710-1,LARC,VOCAL - Visualization of CALIPSO,"VOCAL Is a visualization software tool designed for the CALIPSO satellite. VOCAL offers an easy to use GUI interface that allows users to open CALIPSO data, and visualize that data on a plot for the user. Users can then use a number of tools to select area's of the plot by drawing 'shapes' around those areas, and label shapes with attributes and notes. Shapes can be exported to a backend database which can serve as a centralized point for researchers to share data and help track and identify aerosols in the atmosphere",data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/VOCAL,NA,2024-07-16
5f2a464140205c532b6a09b2,ARC-18117-1,ARC,Fep Extensible Proxy (FEP),"The Fep Extensible Proxy (FEP) is a communication framework that provides abstract message conversion from multiple plug-in micro-services. FEP implements both a publish-subscribe and streaming data flow models to support real-time data visualization and validation as well as to facilitate post-processing and data analysis. Web interfaces are also provided through FEP to control, configure, and monitor the status of micro-services and clients. The FEP provides flexibility and scalability through the ability to daisy-chain multiple instances together or link via warehouse storage.",data and image processing,Open Source,NA,https://github.com/gflarc/fep,NA,2024-07-16
5e351d5240205c0d9b2ff9d3,LAR-19205-1,LARC,RAIn - Rainfall Analysis Integration,"This software analyzes Tropical Rainfall Measuring Mission (TRMM), Global Precipitation Measurement (GPM), and Climate Hazards Group InfraRed Precipitation with Station (CHIRPS) precipitation data. It also analyzes Terra Moderate Resolution Imaging Spectrometer (MODIS) Normalized Difference Vegetation Index (NDVI), Normalized Difference Drought Index (NDDI) and Land Surface Temperature (LST) data. Areas are mapped on the screen and corresponding trend charts are produced. The software also provides a visual comparison with social and economic variables including human population density, demographic, and conflict data to better understand the dynamics within these stressed areas. ",data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/RAiN,NA,2024-07-16
578dc3a8ab4c748a4b4a42f7,GSC-17605-1,GSFC,Hazards and Population Mapper (HazPop) Mobile Application for iOS Platform,"Hazards and Population Mapper (HazPop) is a free app Developed by the NASA Socioeconomic Data and Applications Center (SEDAC). The App enables users to easily display recent natural hazard data in relationship to population, major infrastructure, and satellite imagery. Hazards data include the location of active fires over the past 48 hours; earthquake alerts over the past seven days; and yesterdays air pollution data measured from space. The app shows the location of major dams and nuclear power plants and provides more detailed information and imagery for these facilities where available. By drawing a circle around a point or area of interest on the map, users can obtain an estimate of the total population and land area enclosed within.Available for download at: https://itunes.apple.com/us/app/hazards-population-mapper/id1092168898?mt=8",environmental science earth air space exoplanet,General Public Release,https://itunes.apple.com/us/app/hazards-population-mapper/id1092168898?mt=8,NA,Download directly from App store: https://itunes.apple.com/us/app/hazards-population-mapper/id1092168898?mt=8,2024-07-16
6131b5245b4c335cf352a572,GSC-18847-1,GSFC,Mixed Reality Exploration Toolkit (MRET) 2021,"The Mixed Reality Exploration Toolkit (MRET) framework/platform advances NASA engineering and scientific efforts by leveraging industry advances in virtual reality (VR) and augmented reality (AR) technology to use NASA data and tools in new and innovative ways. MRET provides cross-domain, mission lifecycle support by integrating NASA models (both scientific models and engineering CAD-based models) with a common tool set available in AR/VR (e.g., measurement tools and lunar and planetary lighting models) and access to NASA data sources. MRET leverages the GSFC developed GMSEC tools to integrate real-time and recorded engineering (telemetry) data from multiple engineering sources to stimulate visualizations as well as provide collaboration within the NASA networks. Integration with other scientific data formats and sources is planned to serve the GSFC and NASA scientific community.",design and integration tools,Open Source,NA,https://github.com/nasa/Mixed-Reality-Exploration-Toolkit,NA,2024-07-16
5ff409749456d876ba199042,GSC-18602-1,GSFC,Mixed Reality Exploration Toolkit (MRET) v2.0,"The Mixed Reality Exploration Toolkit (MRET) framework/platform advances NASA engineering and scientific efforts byleveraging industry advances in virtual reality (VR) and augmented reality (AR) technology to use NASA data and tools in new and innovative ways. MRET provides cross-domain, mission lifecycle support by integrating NASA models (both scientific models and engineering CAD-based models) with a common tool set available in AR/VR (e.g., measurement tools and lunar and planetary lighting models) and access to NASA data sources. MRET leverages the GSFC developed GMSEC tools to integrate real-time and recorded engineering (telemetry) data from multiple engineering sources to stimulate visualizations as well as provide collaboration within the NASA networks. Integration with other scientific data formats and sources is planned to serve the GSFC and NASA scientific community.",design and integration tools,Open Source,NA,https://github.com/nasa/Mixed-Reality-Exploration-Toolkit,NA,2024-07-16
620c9c4f2809196689689592,GSC-18907-1,GSFC,Mixed Reality Exploration Toolkit (MRET) 2021.3,"The Mixed Reality Exploration Toolkit (MRET) framework/platform advances NASA engineering and scientific efforts by leveraging industry advances in virtual reality (VR) and augmented reality (AR) technology to use NASA data and tools in new and innovative ways. MRET provides cross-domain, mission lifecycle support by integrating NASA models (both scientific models and engineering CAD-based models) with a common tool set available in AR/VR (e.g., measurement tools and lunar and planetary lighting models) and access to NASA data sources. MRET leverages the GSFC developed GMSEC tools to integrate real-time and recorded engineering (telemetry) data from multiple engineering sources to stimulate visualizations as well as provide collaboration within the NASA networks. Integration with other scientific data formats and sources is planned to serve the GSFC and NASA scientific community.",design and integration tools,Open Source,NA,https://github.com/nasa/Mixed-Reality-Exploration-Toolkit,NA,2024-07-16
556fe36195dd5e182eca3fbe,LAR-17460-1,LARC,Java-Based Software Tool for Dynamic Aerospace Vehicle Exchange Markup Files,"An update to software originally named DAVEtools 0.5, this software-based technology is used for manipulating standard Dynamic Aerospace Vehicle Exchange Markup Language (DAVE-ML) models. The improved technology embeds the necessary initialization data into a data structure to keep the MATLAB workspace uncluttered and creates Simulink models from a generated MATLAB script.",data and image processing,Open Source,NA,https://github.com/nasa/DAVEtools,NA,2024-07-16
625f9cc58b162e0b2d417ab2,NPO-51093-1,JPL,Methane Source Finder web application (user-interface and server),"We will combine our collective expertise in atmospheric chemistry, carbon cycle science, spectroscopy, data assimilation, machine learning software engineering, and science systems engineering to develop CEDAS to meet the following objectives: 1.Detect and characterize localized methane and CO2 anomalies that manifest in an intermittent and stochastic but with net high magnitude fluxes.2.Apply machine learning techniques to provide more autonomous and lower latency source detection, attribution and process understanding. 3.Automate and optimize methane and CO2 analysis workflows to reduce data product latency and improve on-demand services including quality control and validation. 4.Develop a regional-scale scale analysis framework that can assimilate surface and satellite atmospheric observations and high-resolution weather reanalysis products for any region globally. 5.Demonstrate a common data system that facilitates anomaly notification/response, data search, discovery, fusion and on-demand analytics.",data and image processing,Open Source,NA,Home page: https://mrsds.github.io/ and Source code: https://github.com/mrsds,NA,2024-07-16
58d9f51a960002ec61251ade,LAR-18862-1,LARC,Palm Oil Plantation Predictor (POPP),"This software is designed to simplify the process of manipulating and converting both satellite and ancillary data so that it can be used within the Maxent modeling software. This tool can convert vector or raster data into the correct format and process all files in order to have identical rows, columns, resolution, and extent. ",data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/POPP,NA,2024-07-16
59a7a1779600024a657a9477,LAR-19127-1,LARC,FAULT (Flood Analysis Utilizing Landsat and ArcMap Tools),"During this project, an automated script was generated that performs high-level flood analysis to relieve work load for end-users. The script incorporated Landsat 8 Operational Land Imager (OLI) tiles and utilized computer-learning techniques to generate accurate water extent maps. The script referenced the Moderate Resolution Imaging Spectroradiometer (MODIS) land-water mask, to isolate areas of flood induced waters. These areas were overlaid onto the National Land Cover Databases (NLCD) land cover data, the Oak Ridge National Laboratorys LandScan data, and Homeland Infrastructure Foundation-Level Data (HIFLD) to determine the classification of areas impacted and the population density affected by flooding.",data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/FAULT,NA,2024-07-16
5afbc4ae960002cc3b72594f,MFS-33362-1,MSFC,Schedule Test and Assessment Tool (STAT) 5.0,"The Schedule Test and Assessment Tool (STAT) 5.0 is a schedule management software add-in developed to work specifically within the Microsoft Project scheduling application. The STAT 5.0 software provides the automated capability to quickly identify, quantify, and report numerous types of critical schedule assessment data for management use. This software provides clear and objective reporting of key schedule assessment information such as; logic network integrity indicators, performance and trend metrics, schedule driver identification, data comparisons, margin and milestone tracking, and various other analysis data that can be used by project teams to assist in management decision making. ",business systems and project management,General Public Release,NA,NA,"STAT 5.0 is available in standard (32 bit) and also 64 bit versions. Be aware, STAT 5.0 (64 bit) should only be selected when using with MS Project (64 bit) version software. Recommend checking your MS Project version type before downloading. ",2024-07-16
5e351d5440205c094d048564,LAR-19181-1,LARC,COVER (Calibrate Observed Vegetation Estimates Remotely),"The source code provided develops calibration models using linear regression models with in-situ field data. The calibration models are then used to predict biomass (log), nitrogen percent, and nitrogen content for Landsat images from 2006-2016. Model results and data tables are output as separate files for each field season (i.e. winter and spring seasons).",data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/COVER,NA,2024-07-16
582565aaab4c74af2e478872,NPO-49821-1,JPL,Regional Hydrologic Extremes Assessment System (RHEAS) software framework,"Automates the deployment of nowcasting and forecasting hydrologic simulations and ingests satellite observations (through data assimilation). Allows coupling of other environmental models. Also facilitates delivery of data products to users via a GIS-enabled database. users of project outputs through CCAFS network of partners. Our project objectives, and approach are integral with the goals of SERVIR.",environmental science earth air space exoplanet,Open Source,NA,https://github.com/SERVIR/RHEAS,"https://download.jpl.nasa.gov/ops/request/index.cfm, request software",2024-07-16
5785dc1cab4c74940dbca8da,MFS-33284-1,MSFC,Python Polarimetric Radar Beam Blockage Calculation (PyBlock),"This Python package will calculate beam blockage in polarimetric weather radar data using the specific differential phase (KDP) and fully self-consistent (FSC) methods of Timothy J. Lang et al. (2009; J. Atmos. Oceanic Technol.). This information can be used to correct the radar data when the radar beams intersect objects like trees, buildings, and mountains.",environmental science earth air space exoplanet,Open Source,NA,https://github.com/nasa/PyBlock,NA,2024-07-16
64082dd0e4201010fc062343,NPO-52587-1,JPL,Calibration of the High Resolution Volatiles and Minerals Mapper for the Moon (HVM3),"This software is used in the analysis of data from the High Resolution Volatiles and Minerals Mapper for the Moon (HVM3). This instrument is an imaging spectrometer measuring from 600-3600 nm, which will be deployed on the Lunar Trailblazer mission to measure lunar volatiles. The software performs spectral and radiometric calibration of raw instrument science data.",data and image processing,General Public Release,NA,https://github.com/lunartrailblazr/HVM3,NA,2024-07-16
6528d844360a6ab3b60ebe22,MSC-26711-1,JSC,TrickCFS - Integrated cFS and Trick simulation environment.,"TrickCFS is a software package that provides the C structs, C++ classes and pertinent code required to synchronize a core Flight System (cFS) mission with the Trick simulation executive. Time is modeled by the simulation and the Trick Memory Manager provides a method to peek, poke, and data record cFS application data without modifying any FSW code.",design and integration tools,U.S. Release Only,NA,NA,Secure email from Repository for software download,2024-07-16
57d24903ab4c746f27d9de77,SSC-00151-1,SSC,Engineering Units Generator (EUGEN),"EUGEN converts digitized sensor output voltage data to engineering units. The tool creates individual processed data files (one file per transducer per test run), converting raw voltage to meaningful measurements such as pressure or temperature. Engineering Units are generated by the Low Speed Data Processing System (LSDPS) in addition to performing calculated values or parameters at different levels in order to provide the customer with the final data product. LSDPS utilizes the NIST REFPROPS program to calculate thermo-physical properties over a wide range of temperatures and pressures. Use of these programs requires proficiency in Linux, C and PV-Wave (separate license required) programming languages and bash scripts. A GCC compiler is invoked with the make file in each C code program directory. Winplot is the general-purpose plotting utility.A Developers Guide provides specifics on the hardware and software requirements needed to execute the tool.",data servers processing and handling,General Public Release,NA,NA,80.5 MB file download,2024-07-16
6260ee64eab61c27e25fc6ef,NPO-52159-1,JPL,"Unity - Multi-tenant, managed product development, generation, and analysis platform","The software brings together 2 key mission activities: Algorithm Development, Data Processing and Storage, and Data use and analysis. The software creates a platform for algorithm developers to 'login' and develop production quality algorithms through the use of standard tools, interfaces, and packaging that is automated on behalf of the user. The packages seamlessly fit into production quality processing systems (think: run at scale on thousands of nodes) with little effort from the algorithm developers. the same algorithm developed is used in the production of 'standard data products' by a mission, fit for science usage and archival. Lastly, the same platform used to create the algorithms and data products is used to analyze and validate the products as well. The cohesive ecosystem for development, generation, and validation is designed to speed up the development effort and enable evolution of back end components over time.",data and image processing,Open Source,NA,https://github.com/unity-sds,NA,2024-07-16
5fd85a20505ce473057ce692,LEW-20136-1,GRC,"SUPIN Supersonic Inlet Design and Analysis Tool (Version 2024A, April 2024)","The SUPIN Supersonic Inlet Design and Analysis Tool performs design and analysis of axisymmetric pitot, three-dimensional pitot, axisymmetric-spike, two-dimensional, and streamline-traced inlets using an input data file consisting of input factors. SUPIN writes an output data file containing inlet performance metrics and geometric data. The inlet performance metrics calculated include the flow rates, total pressure recovery, and drag. SUPIN can create the surface grids for the inlets that may be used to visualize the inlet geometry, as well as, generate volume grids for computational fluid dynamics (CFD) simulations. SUPIN can also automatically generate three-dimensional, multi-block structured grids for CFD simulations.",propulsion,U.S. Release Only,NA,NA,NA,2024-07-16
